group,Iso3,category,year,banded
Health and Wellbeing,GMB,Mental Disorder YLL (15-29),2013,0.87
Health and Wellbeing,PAK,Mental Disorder YLL (15-29),2013,0.782
Health and Wellbeing,CMR,Mental Disorder YLL (15-29),2015,0.727
Health and Wellbeing,MYS,Mental Disorder YLL (15-29),2015,0.813
Health and Wellbeing,NER,Mental Disorder YLL (15-29),2012,0.87
Health and Wellbeing,HTI,Mental Disorder YLL (15-29),2010,0.773
Health and Wellbeing,MYS,Mental Disorder YLL (15-29),2013,0.813
Health and Wellbeing,MYS,Mental Disorder YLL (15-29),2012,0.812
Health and Wellbeing,NER,Mental Disorder YLL (15-29),2015,0.874
Health and Wellbeing,GRC,Mental Disorder YLL (15-29),2010,0.888
Health and Wellbeing,BIH,Mental Disorder YLL (15-29),2014,0.528
Health and Wellbeing,ARM,Mental Disorder YLL (15-29),2014,0.659
Health and Wellbeing,SVN,Mental Disorder YLL (15-29),2012,0.439
Health and Wellbeing,NER,Mental Disorder YLL (15-29),2013,0.874
Health and Wellbeing,POL,Mental Disorder YLL (15-29),2010,0.436
Health and Wellbeing,TCD,Mental Disorder YLL (15-29),2011,0.861
Health and Wellbeing,GNB,Mental Disorder YLL (15-29),2011,0.793
Health and Wellbeing,SEN,Mental Disorder YLL (15-29),2011,0.843
Health and Wellbeing,SLE,Mental Disorder YLL (15-29),2015,0.822
Health and Wellbeing,BLZ,Mental Disorder YLL (15-29),2011,0.523
Health and Wellbeing,FSM,Mental Disorder YLL (15-29),2014,0.861
Health and Wellbeing,BLR,Mental Disorder YLL (15-29),2010,0
Health and Wellbeing,WSM,Mental Disorder YLL (15-29),2014,0.74
Health and Wellbeing,GRC,Mental Disorder YLL (15-29),2011,0.882
Health and Wellbeing,LTU,Mental Disorder YLL (15-29),2014,0
Health and Wellbeing,PRK,Mental Disorder YLL (15-29),2011,0.426
Health and Wellbeing,MMR,Mental Disorder YLL (15-29),2010,0.763
Health and Wellbeing,HKG,Mental Disorder YLL (15-29),2014,0.488
Health and Wellbeing,CZE,Mental Disorder YLL (15-29),2013,0.561
Health and Wellbeing,HTI,Mental Disorder YLL (15-29),2014,0.78
Health and Wellbeing,TTO,Mental Disorder YLL (15-29),2010,0.485
Health and Wellbeing,TON,Mental Disorder YLL (15-29),2013,0.615
Health and Wellbeing,BLR,Mental Disorder YLL (15-29),2013,0
Health and Wellbeing,MYS,Mental Disorder YLL (15-29),2011,0.81
Health and Wellbeing,NER,Mental Disorder YLL (15-29),2010,0.862
Health and Wellbeing,DJI,Mental Disorder YLL (15-29),2013,0.761
Health and Wellbeing,ARM,Mental Disorder YLL (15-29),2015,0.659
Health and Wellbeing,CHE,Mental Disorder YLL (15-29),2015,0.543
Health and Wellbeing,SGP,Mental Disorder YLL (15-29),2011,0.777
Health and Wellbeing,AUS,Mental Disorder YLL (15-29),2015,0.464
Health and Wellbeing,POL,Mental Disorder YLL (15-29),2011,0.423
Health and Wellbeing,LCA,Mental Disorder YLL (15-29),2010,0.618
Health and Wellbeing,PRK,Mental Disorder YLL (15-29),2013,0.435
Health and Wellbeing,DJI,Mental Disorder YLL (15-29),2010,0.767
Health and Wellbeing,IRL,Mental Disorder YLL (15-29),2014,0.426
Health and Wellbeing,MLT,Mental Disorder YLL (15-29),2011,0.761
Health and Wellbeing,JPN,Mental Disorder YLL (15-29),2013,0.356
Health and Wellbeing,LKA,Mental Disorder YLL (15-29),2014,0
Health and Wellbeing,MNG,Mental Disorder YLL (15-29),2013,0
Health and Wellbeing,GUY,Mental Disorder YLL (15-29),2011,0
Health and Wellbeing,LUX,Mental Disorder YLL (15-29),2015,0.643
Health and Wellbeing,HTI,Mental Disorder YLL (15-29),2012,0.778
Health and Wellbeing,ISL,Mental Disorder YLL (15-29),2011,0.511
Health and Wellbeing,GMB,Mental Disorder YLL (15-29),2010,0.858
Health and Wellbeing,JPN,Mental Disorder YLL (15-29),2011,0.33
Health and Wellbeing,SVK,Mental Disorder YLL (15-29),2011,0.646
Health and Wellbeing,WSM,Mental Disorder YLL (15-29),2013,0.74
Health and Wellbeing,IRL,Mental Disorder YLL (15-29),2011,0.414
Health and Wellbeing,BWA,Mental Disorder YLL (15-29),2015,0
Health and Wellbeing,DNK,Mental Disorder YLL (15-29),2014,0.744
Health and Wellbeing,SWE,Mental Disorder YLL (15-29),2012,0.508
Health and Wellbeing,QAT,Mental Disorder YLL (15-29),2010,0.822
Health and Wellbeing,HUN,Mental Disorder YLL (15-29),2014,0.596
Health and Wellbeing,NER,Mental Disorder YLL (15-29),2014,0.874
Health and Wellbeing,GEO,Mental Disorder YLL (15-29),2012,0.726
Health and Wellbeing,HUN,Mental Disorder YLL (15-29),2015,0.596
Health and Wellbeing,GAB,Mental Disorder YLL (15-29),2010,0.16
Health and Wellbeing,LBR,Mental Disorder YLL (15-29),2013,0.773
Health and Wellbeing,MOZ,Mental Disorder YLL (15-29),2011,0.654
Health and Wellbeing,SWZ,Mental Disorder YLL (15-29),2010,0
Health and Wellbeing,AFG,Mental Disorder YLL (15-29),2013,0.655
Health and Wellbeing,BEL,Mental Disorder YLL (15-29),2014,0.479
Health and Wellbeing,GEO,Mental Disorder YLL (15-29),2013,0.719
Health and Wellbeing,IDN,Mental Disorder YLL (15-29),2011,0.887
Health and Wellbeing,MMR,Mental Disorder YLL (15-29),2015,0.775
Health and Wellbeing,AFG,Mental Disorder YLL (15-29),2014,0.655
Health and Wellbeing,MDV,Mental Disorder YLL (15-29),2012,0.883
Health and Wellbeing,SEN,Mental Disorder YLL (15-29),2012,0.845
Health and Wellbeing,TTO,Mental Disorder YLL (15-29),2015,0.431
Health and Wellbeing,WSM,Mental Disorder YLL (15-29),2010,0.727
Health and Wellbeing,SLB,Mental Disorder YLL (15-29),2015,0.35
Health and Wellbeing,IDN,Mental Disorder YLL (15-29),2013,0.891
Health and Wellbeing,IRL,Mental Disorder YLL (15-29),2013,0.426
Health and Wellbeing,SVN,Mental Disorder YLL (15-29),2015,0.431
Health and Wellbeing,GAB,Mental Disorder YLL (15-29),2015,0.201
Health and Wellbeing,HTI,Mental Disorder YLL (15-29),2011,0.775
Health and Wellbeing,DEU,Mental Disorder YLL (15-29),2015,0.649
Health and Wellbeing,LUX,Mental Disorder YLL (15-29),2011,0.624
Health and Wellbeing,CAN,Mental Disorder YLL (15-29),2011,0.489
Health and Wellbeing,IRL,Mental Disorder YLL (15-29),2012,0.42
Health and Wellbeing,TWN,Mental Disorder YLL (15-29),2013,0.501
Health and Wellbeing,FIN,Mental Disorder YLL (15-29),2010,0.193
Health and Wellbeing,MEX,Mental Disorder YLL (15-29),2011,0.695
Health and Wellbeing,PAN,Mental Disorder YLL (15-29),2013,0.601
Health and Wellbeing,GBR,Mental Disorder YLL (15-29),2010,0.697
Health and Wellbeing,TTO,Mental Disorder YLL (15-29),2012,0.449
Health and Wellbeing,TWN,Mental Disorder YLL (15-29),2010,0.483
Health and Wellbeing,SYC,Mental Disorder YLL (15-29),2015,0.632
Health and Wellbeing,COD,Mental Disorder YLL (15-29),2013,0.293
Health and Wellbeing,BRN,Mental Disorder YLL (15-29),2011,0.912
Health and Wellbeing,ECU,Mental Disorder YLL (15-29),2012,0.293
Health and Wellbeing,CMR,Mental Disorder YLL (15-29),2012,0.724
Health and Wellbeing,ZMB,Mental Disorder YLL (15-29),2013,0.797
Health and Wellbeing,NAM,Mental Disorder YLL (15-29),2010,0
Health and Wellbeing,SLB,Mental Disorder YLL (15-29),2012,0.331
Health and Wellbeing,BFA,Mental Disorder YLL (15-29),2014,0.683
Health and Wellbeing,PRY,Mental Disorder YLL (15-29),2014,0.627
Health and Wellbeing,IDN,Mental Disorder YLL (15-29),2012,0.889
Health and Wellbeing,DOM,Mental Disorder YLL (15-29),2014,0.754
Health and Wellbeing,STP,Mental Disorder YLL (15-29),2010,0.855
Health and Wellbeing,BHR,Mental Disorder YLL (15-29),2013,0.634
Health and Wellbeing,PER,Mental Disorder YLL (15-29),2012,0.794
Health and Wellbeing,PRY,Mental Disorder YLL (15-29),2011,0.623
Health and Wellbeing,POL,Mental Disorder YLL (15-29),2015,0.399
Health and Wellbeing,WSM,Mental Disorder YLL (15-29),2011,0.731
Health and Wellbeing,ZWE,Mental Disorder YLL (15-29),2010,0.402
Health and Wellbeing,NLD,Mental Disorder YLL (15-29),2010,0.703
Health and Wellbeing,CZE,Mental Disorder YLL (15-29),2014,0.561
Health and Wellbeing,THA,Mental Disorder YLL (15-29),2014,0.255
Health and Wellbeing,CAF,Mental Disorder YLL (15-29),2012,0.279
Health and Wellbeing,EGY,Mental Disorder YLL (15-29),2015,0.914
Health and Wellbeing,CRI,Mental Disorder YLL (15-29),2010,0.625
Health and Wellbeing,KOR,Mental Disorder YLL (15-29),2013,0.378
Health and Wellbeing,LBN,Mental Disorder YLL (15-29),2013,0.89
Health and Wellbeing,UZB,Mental Disorder YLL (15-29),2014,0.422
Health and Wellbeing,BDI,Mental Disorder YLL (15-29),2010,0.662
Health and Wellbeing,PSE,Mental Disorder YLL (15-29),2014,0.881
Health and Wellbeing,IRL,Mental Disorder YLL (15-29),2010,0.408
Health and Wellbeing,KOR,Mental Disorder YLL (15-29),2011,0.35
Health and Wellbeing,YEM,Mental Disorder YLL (15-29),2013,0.77
Health and Wellbeing,SUR,Mental Disorder YLL (15-29),2010,0.091
Health and Wellbeing,SYR,Mental Disorder YLL (15-29),2014,0.986
Health and Wellbeing,ZAF,Mental Disorder YLL (15-29),2013,0.154
Health and Wellbeing,NAM,Mental Disorder YLL (15-29),2012,0
Health and Wellbeing,IDN,Mental Disorder YLL (15-29),2010,0.885
Health and Wellbeing,AZE,Mental Disorder YLL (15-29),2012,0.807
Health and Wellbeing,ISL,Mental Disorder YLL (15-29),2012,0.531
Health and Wellbeing,VUT,Mental Disorder YLL (15-29),2012,0.269
Health and Wellbeing,LCA,Mental Disorder YLL (15-29),2011,0.617
Health and Wellbeing,ZAF,Mental Disorder YLL (15-29),2010,0
Health and Wellbeing,AUT,Mental Disorder YLL (15-29),2012,0.541
Health and Wellbeing,CHN,Mental Disorder YLL (15-29),2012,0.741
Health and Wellbeing,MNG,Mental Disorder YLL (15-29),2012,0
Health and Wellbeing,KGZ,Mental Disorder YLL (15-29),2010,0.442
Health and Wellbeing,TUR,Mental Disorder YLL (15-29),2013,0.669
Health and Wellbeing,TGO,Mental Disorder YLL (15-29),2011,0.774
Health and Wellbeing,MWI,Mental Disorder YLL (15-29),2013,0.528
Health and Wellbeing,SLB,Mental Disorder YLL (15-29),2010,0.292
Health and Wellbeing,TLS,Mental Disorder YLL (15-29),2014,0.459
Health and Wellbeing,CAN,Mental Disorder YLL (15-29),2010,0.487
Health and Wellbeing,MYS,Mental Disorder YLL (15-29),2010,0.808
Health and Wellbeing,KIR,Mental Disorder YLL (15-29),2013,0
Health and Wellbeing,ITA,Mental Disorder YLL (15-29),2011,0.818
Health and Wellbeing,AZE,Mental Disorder YLL (15-29),2014,0.812
Health and Wellbeing,HRV,Mental Disorder YLL (15-29),2010,0.542
Health and Wellbeing,UZB,Mental Disorder YLL (15-29),2013,0.422
Health and Wellbeing,AUT,Mental Disorder YLL (15-29),2015,0.543
Health and Wellbeing,SLV,Mental Disorder YLL (15-29),2015,0.259
Health and Wellbeing,CIV,Mental Disorder YLL (15-29),2010,0.695
Health and Wellbeing,LAO,Mental Disorder YLL (15-29),2012,0.232
Health and Wellbeing,SGP,Mental Disorder YLL (15-29),2012,0.784
Health and Wellbeing,CAF,Mental Disorder YLL (15-29),2013,0.299
Health and Wellbeing,JAM,Mental Disorder YLL (15-29),2012,0.895
Health and Wellbeing,MEX,Mental Disorder YLL (15-29),2014,0.692
Health and Wellbeing,BGR,Mental Disorder YLL (15-29),2014,0.677
Health and Wellbeing,KIR,Mental Disorder YLL (15-29),2015,0
Health and Wellbeing,BDI,Mental Disorder YLL (15-29),2012,0.675
Health and Wellbeing,CZE,Mental Disorder YLL (15-29),2011,0.569
Health and Wellbeing,MWI,Mental Disorder YLL (15-29),2015,0.528
Health and Wellbeing,HKG,Mental Disorder YLL (15-29),2012,0.484
Health and Wellbeing,IND,Mental Disorder YLL (15-29),2011,0
Health and Wellbeing,ARE,Mental Disorder YLL (15-29),2012,0.72
Health and Wellbeing,IRL,Mental Disorder YLL (15-29),2015,0.426
Health and Wellbeing,TGO,Mental Disorder YLL (15-29),2012,0.781
Health and Wellbeing,KOR,Mental Disorder YLL (15-29),2014,0.378
Health and Wellbeing,PRK,Mental Disorder YLL (15-29),2014,0.435
Health and Wellbeing,GHA,Mental Disorder YLL (15-29),2012,0.809
Health and Wellbeing,AFG,Mental Disorder YLL (15-29),2010,0.601
Health and Wellbeing,KGZ,Mental Disorder YLL (15-29),2015,0.443
Health and Wellbeing,MWI,Mental Disorder YLL (15-29),2014,0.528
Health and Wellbeing,FJI,Mental Disorder YLL (15-29),2013,0.539
Health and Wellbeing,NIC,Mental Disorder YLL (15-29),2010,0.415
Health and Wellbeing,SOM,Mental Disorder YLL (15-29),2012,0.829
Health and Wellbeing,HND,Mental Disorder YLL (15-29),2015,0.816
Health and Wellbeing,MRT,Mental Disorder YLL (15-29),2011,0.87
Health and Wellbeing,BIH,Mental Disorder YLL (15-29),2010,0.529
Health and Wellbeing,PHL,Mental Disorder YLL (15-29),2013,0.772
Health and Wellbeing,DNK,Mental Disorder YLL (15-29),2010,0.721
Health and Wellbeing,MEX,Mental Disorder YLL (15-29),2010,0.697
Health and Wellbeing,LBR,Mental Disorder YLL (15-29),2014,0.773
Health and Wellbeing,WSM,Mental Disorder YLL (15-29),2012,0.735
Health and Wellbeing,KHM,Mental Disorder YLL (15-29),2015,0.259
Health and Wellbeing,ISR,Mental Disorder YLL (15-29),2012,0.706
Health and Wellbeing,SGP,Mental Disorder YLL (15-29),2013,0.79
Health and Wellbeing,SRB,Mental Disorder YLL (15-29),2013,0.576
Health and Wellbeing,GAB,Mental Disorder YLL (15-29),2013,0.201
Health and Wellbeing,THA,Mental Disorder YLL (15-29),2015,0.255
Health and Wellbeing,ARM,Mental Disorder YLL (15-29),2010,0.693
Health and Wellbeing,COD,Mental Disorder YLL (15-29),2011,0.248
Health and Wellbeing,SYC,Mental Disorder YLL (15-29),2014,0.632
Health and Wellbeing,PAN,Mental Disorder YLL (15-29),2015,0.601
Health and Wellbeing,MMR,Mental Disorder YLL (15-29),2012,0.771
Health and Wellbeing,MWI,Mental Disorder YLL (15-29),2012,0.493
Health and Wellbeing,BLZ,Mental Disorder YLL (15-29),2015,0.539
Health and Wellbeing,SYR,Mental Disorder YLL (15-29),2011,0.988
Health and Wellbeing,BLR,Mental Disorder YLL (15-29),2014,0
Health and Wellbeing,NGA,Mental Disorder YLL (15-29),2011,0.972
Health and Wellbeing,FJI,Mental Disorder YLL (15-29),2010,0.558
Health and Wellbeing,AGO,Mental Disorder YLL (15-29),2010,0.356
Health and Wellbeing,ALB,Mental Disorder YLL (15-29),2012,0.7
Health and Wellbeing,GBR,Mental Disorder YLL (15-29),2013,0.724
Health and Wellbeing,GAB,Mental Disorder YLL (15-29),2014,0.201
Health and Wellbeing,GRC,Mental Disorder YLL (15-29),2012,0.875
Health and Wellbeing,MDG,Mental Disorder YLL (15-29),2014,0.791
Health and Wellbeing,COD,Mental Disorder YLL (15-29),2014,0.293
Health and Wellbeing,FSM,Mental Disorder YLL (15-29),2010,0.851
Health and Wellbeing,COM,Mental Disorder YLL (15-29),2013,0.806
Health and Wellbeing,LSO,Mental Disorder YLL (15-29),2010,0
Health and Wellbeing,NPL,Mental Disorder YLL (15-29),2015,0.144
Health and Wellbeing,NPL,Mental Disorder YLL (15-29),2014,0.144
Health and Wellbeing,TGO,Mental Disorder YLL (15-29),2015,0.788
Health and Wellbeing,KAZ,Mental Disorder YLL (15-29),2011,0
Health and Wellbeing,STP,Mental Disorder YLL (15-29),2011,0.859
Health and Wellbeing,ISR,Mental Disorder YLL (15-29),2014,0.717
Health and Wellbeing,KHM,Mental Disorder YLL (15-29),2012,0.252
Health and Wellbeing,ARG,Mental Disorder YLL (15-29),2011,0.485
Health and Wellbeing,FSM,Mental Disorder YLL (15-29),2013,0.861
Health and Wellbeing,NAM,Mental Disorder YLL (15-29),2014,0
Health and Wellbeing,GAB,Mental Disorder YLL (15-29),2012,0.187
Health and Wellbeing,TWN,Mental Disorder YLL (15-29),2012,0.495
Health and Wellbeing,LTU,Mental Disorder YLL (15-29),2010,0
Health and Wellbeing,GUY,Mental Disorder YLL (15-29),2012,0
Health and Wellbeing,HTI,Mental Disorder YLL (15-29),2015,0.78
Health and Wellbeing,HTI,Mental Disorder YLL (15-29),2013,0.78
Health and Wellbeing,GHA,Mental Disorder YLL (15-29),2013,0.813
Health and Wellbeing,BEN,Mental Disorder YLL (15-29),2013,0.774
Health and Wellbeing,USA,Mental Disorder YLL (15-29),2010,0.47
Health and Wellbeing,VCT,Mental Disorder YLL (15-29),2013,0.572
Health and Wellbeing,LAO,Mental Disorder YLL (15-29),2015,0.245
Health and Wellbeing,GIN,Mental Disorder YLL (15-29),2010,0.845
Health and Wellbeing,TLS,Mental Disorder YLL (15-29),2011,0.44
Health and Wellbeing,BIH,Mental Disorder YLL (15-29),2012,0.529
Health and Wellbeing,NZL,Mental Disorder YLL (15-29),2015,0.281
Health and Wellbeing,NLD,Mental Disorder YLL (15-29),2015,0.702
Health and Wellbeing,CHN,Mental Disorder YLL (15-29),2010,0.727
Health and Wellbeing,SEN,Mental Disorder YLL (15-29),2013,0.846
Health and Wellbeing,LUX,Mental Disorder YLL (15-29),2012,0.634
Health and Wellbeing,EST,Mental Disorder YLL (15-29),2011,0.444
Health and Wellbeing,THA,Mental Disorder YLL (15-29),2012,0.257
Health and Wellbeing,CHN,Mental Disorder YLL (15-29),2015,0.747
Health and Wellbeing,SUR,Mental Disorder YLL (15-29),2011,0.116
Health and Wellbeing,KOR,Mental Disorder YLL (15-29),2015,0.378
Health and Wellbeing,LAO,Mental Disorder YLL (15-29),2010,0.207
Health and Wellbeing,GBR,Mental Disorder YLL (15-29),2014,0.724
Health and Wellbeing,CHN,Mental Disorder YLL (15-29),2014,0.747
Health and Wellbeing,LSO,Mental Disorder YLL (15-29),2013,0
Health and Wellbeing,HUN,Mental Disorder YLL (15-29),2012,0.59
Health and Wellbeing,ESP,Mental Disorder YLL (15-29),2013,0.802
Health and Wellbeing,ISL,Mental Disorder YLL (15-29),2014,0.551
Health and Wellbeing,LSO,Mental Disorder YLL (15-29),2015,0
Health and Wellbeing,GRD,Mental Disorder YLL (15-29),2011,0.497
Health and Wellbeing,COM,Mental Disorder YLL (15-29),2012,0.802
Health and Wellbeing,GAB,Mental Disorder YLL (15-29),2011,0.174
Health and Wellbeing,AUT,Mental Disorder YLL (15-29),2013,0.543
Health and Wellbeing,NLD,Mental Disorder YLL (15-29),2014,0.702
Health and Wellbeing,CUB,Mental Disorder YLL (15-29),2011,0.693
Health and Wellbeing,SRB,Mental Disorder YLL (15-29),2011,0.553
Health and Wellbeing,AZE,Mental Disorder YLL (15-29),2010,0.797
Health and Wellbeing,LSO,Mental Disorder YLL (15-29),2012,0
Health and Wellbeing,EGY,Mental Disorder YLL (15-29),2010,0.912
Health and Wellbeing,PRY,Mental Disorder YLL (15-29),2010,0.621
Health and Wellbeing,SUR,Mental Disorder YLL (15-29),2012,0.141
Health and Wellbeing,COL,Mental Disorder YLL (15-29),2014,0.536
Health and Wellbeing,SAU,Mental Disorder YLL (15-29),2012,0.911
Health and Wellbeing,KWT,Mental Disorder YLL (15-29),2015,0.922
Health and Wellbeing,ARM,Mental Disorder YLL (15-29),2013,0.659
Health and Wellbeing,BRB,Mental Disorder YLL (15-29),2014,0.636
Health and Wellbeing,MAR,Mental Disorder YLL (15-29),2010,0.722
Health and Wellbeing,CAN,Mental Disorder YLL (15-29),2015,0.494
Health and Wellbeing,BOL,Mental Disorder YLL (15-29),2010,0.806
Health and Wellbeing,KWT,Mental Disorder YLL (15-29),2012,0.919
Health and Wellbeing,TKM,Mental Disorder YLL (15-29),2013,0.372
Health and Wellbeing,AFG,Mental Disorder YLL (15-29),2015,0.655
Health and Wellbeing,TCD,Mental Disorder YLL (15-29),2014,0.869
Health and Wellbeing,COG,Mental Disorder YLL (15-29),2011,0.249
Health and Wellbeing,PAK,Mental Disorder YLL (15-29),2011,0.774
Health and Wellbeing,SSD,Mental Disorder YLL (15-29),2015,0.797
Health and Wellbeing,NER,Mental Disorder YLL (15-29),2011,0.866
Health and Wellbeing,GEO,Mental Disorder YLL (15-29),2015,0.719
Health and Wellbeing,COM,Mental Disorder YLL (15-29),2010,0.795
Health and Wellbeing,ARG,Mental Disorder YLL (15-29),2015,0.49
Health and Wellbeing,KHM,Mental Disorder YLL (15-29),2014,0.259
Health and Wellbeing,SDN,Mental Disorder YLL (15-29),2014,0.701
Health and Wellbeing,MLT,Mental Disorder YLL (15-29),2014,0.774
Health and Wellbeing,KGZ,Mental Disorder YLL (15-29),2011,0.442
Health and Wellbeing,BRN,Mental Disorder YLL (15-29),2015,0.905
Health and Wellbeing,CHE,Mental Disorder YLL (15-29),2013,0.543
Health and Wellbeing,PHL,Mental Disorder YLL (15-29),2010,0.754
Health and Wellbeing,SYC,Mental Disorder YLL (15-29),2013,0.632
Health and Wellbeing,TWN,Mental Disorder YLL (15-29),2011,0.489
Health and Wellbeing,ITA,Mental Disorder YLL (15-29),2012,0.817
Health and Wellbeing,BDI,Mental Disorder YLL (15-29),2015,0.681
Health and Wellbeing,SUR,Mental Disorder YLL (15-29),2014,0.166
Health and Wellbeing,OMN,Mental Disorder YLL (15-29),2015,0.901
Health and Wellbeing,KAZ,Mental Disorder YLL (15-29),2012,0
Health and Wellbeing,URY,Mental Disorder YLL (15-29),2015,0.456
Health and Wellbeing,FIN,Mental Disorder YLL (15-29),2015,0.227
Health and Wellbeing,SEN,Mental Disorder YLL (15-29),2015,0.846
Health and Wellbeing,SEN,Mental Disorder YLL (15-29),2014,0.846
Health and Wellbeing,BTN,Mental Disorder YLL (15-29),2014,0.597
Health and Wellbeing,THA,Mental Disorder YLL (15-29),2013,0.255
Health and Wellbeing,TWN,Mental Disorder YLL (15-29),2014,0.501
Health and Wellbeing,JOR,Mental Disorder YLL (15-29),2011,0.899
Health and Wellbeing,MKD,Mental Disorder YLL (15-29),2015,0.709
Health and Wellbeing,JOR,Mental Disorder YLL (15-29),2013,0.904
Health and Wellbeing,MWI,Mental Disorder YLL (15-29),2010,0.424
Health and Wellbeing,MDA,Mental Disorder YLL (15-29),2015,0.497
Health and Wellbeing,KGZ,Mental Disorder YLL (15-29),2014,0.443
Health and Wellbeing,LUX,Mental Disorder YLL (15-29),2014,0.643
Health and Wellbeing,QAT,Mental Disorder YLL (15-29),2013,0.828
Health and Wellbeing,CMR,Mental Disorder YLL (15-29),2014,0.727
Health and Wellbeing,TLS,Mental Disorder YLL (15-29),2015,0.459
Health and Wellbeing,SYR,Mental Disorder YLL (15-29),2015,0.986
Health and Wellbeing,ROU,Mental Disorder YLL (15-29),2014,0.658
Health and Wellbeing,AZE,Mental Disorder YLL (15-29),2015,0.812
Health and Wellbeing,MMR,Mental Disorder YLL (15-29),2011,0.767
Health and Wellbeing,TUN,Mental Disorder YLL (15-29),2014,0.871
Health and Wellbeing,SLV,Mental Disorder YLL (15-29),2014,0.259
Health and Wellbeing,BEN,Mental Disorder YLL (15-29),2010,0.763
Health and Wellbeing,BHS,Mental Disorder YLL (15-29),2013,0.655
Health and Wellbeing,VEN,Mental Disorder YLL (15-29),2012,0.287
Health and Wellbeing,LBR,Mental Disorder YLL (15-29),2015,0.773
Health and Wellbeing,BRA,Mental Disorder YLL (15-29),2010,0.621
Health and Wellbeing,IND,Mental Disorder YLL (15-29),2015,0
Health and Wellbeing,CYP,Mental Disorder YLL (15-29),2010,0.9
Health and Wellbeing,ZMB,Mental Disorder YLL (15-29),2015,0.797
Health and Wellbeing,BGD,Mental Disorder YLL (15-29),2015,0.216
Health and Wellbeing,TLS,Mental Disorder YLL (15-29),2013,0.459
Health and Wellbeing,CHL,Mental Disorder YLL (15-29),2012,0.357
Health and Wellbeing,DZA,Mental Disorder YLL (15-29),2012,0.919
Health and Wellbeing,CYP,Mental Disorder YLL (15-29),2015,0.897
Health and Wellbeing,LBY,Mental Disorder YLL (15-29),2012,0.83
Health and Wellbeing,VCT,Mental Disorder YLL (15-29),2010,0.593
Health and Wellbeing,POL,Mental Disorder YLL (15-29),2012,0.411
Health and Wellbeing,BOL,Mental Disorder YLL (15-29),2015,0.811
Health and Wellbeing,ZAF,Mental Disorder YLL (15-29),2011,0
Health and Wellbeing,ZAF,Mental Disorder YLL (15-29),2015,0.154
Health and Wellbeing,ZAF,Mental Disorder YLL (15-29),2014,0.154
